45 20 2 19
71 8 4 2
52 40 5 51
52 4 6 36
51 68 2 40
41 59 2 36
50 59 6 12
76 33 8 14
36 56 2 18
47 9 1 26
66 10 5 7
42 13 8 7
51 51 5 7
51 54 4 18
67 16 6 12
54 60 6 0
44 18 2 2
93 46 4 4
51 29 5 1
33 6 5 5
44 27 6 30
55 2 2 33
47 46 2 38
65 36 4 0
54 11 6 9
66 26 2 12
84 63 5 3
35 24 4 8
83 21 4 8
56 20 6 13
58 4 2 21
25 69 6 9
48 9 5 12
40 66 3 33
42 35 2 2
47 8 4 8
62 36 6 12
34 36 5 7
29 2 3 42
57 35 5 19
71 51 6 23
27 21 4 22
25 26 4 26
45 8 4 19
54 14 3 25
73 4 8 39
39 68 4 0
37 16 4 14
73 33 4 14
61 8 5 8
61 68 5 16
56 4 5 39
44 36 4 23
48 41 4 0
41 37 4 15
23 10 4 3
60 18 5 18
20 68 4 32
47 58 7 12
24 64 2 23
50 57 4 12
49 67 4 10
14 38 4 16
48 1 7 19
69 62 6 14
10 59 6 17
66 56 4 9
86 6 6 22
61 59 6 6
69 52 4 18
81 31 4 42
44 18 3 50
75 64 6 7
83 10 5 28
47 0 6 17
42 12 5 16
61 13 7 6
36 20 5 10
36 22 2 4
25 2 3 23
57 30 3 18
52 13 4 24
24 28 6 28
58 8 4 12
40 67 7 17
68 32 6 6
50 19 4 21
37 56 3 4
43 66 9 11
62 47 4 4
40 9 6 2
66 7 4 6
45 56 2 21
46 19 4 13
49 5 1 18
47 33 4 7
44 14 6 12
23 4 4 17
80 28 5 30
12 60 5 0
