47 25 4 18
66 19 1 7
63 49 4 0
68 3 5 24
75 21 5 9
57 31 6 11
76 49 1 10
51 49 5 56
51 41 3 9
39 59 4 12
83 41 7 6
51 57 3 22
55 56 4 12
48 25 4 4
54 43 5 32
57 43 6 9
91 21 3 27
85 40 3 6
80 23 7 23
69 42 4 14
58 22 5 47
62 11 4 17
51 65 4 12
83 48 4 26
74 66 6 16
77 66 3 18
92 54 2 10
30 35 7 9
86 54 4 3
67 11 8 13
53 51 4 40
60 29 5 41
52 33 5 4
60 62 6 28
63 68 6 24
61 41 4 18
73 30 4 25
70 26 4 12
46 69 3 11
57 50 5 59
39 66 6 15
69 47 3 9
62 10 7 24
51 31 8 29
22 66 3 6
61 35 3 17
75 55 4 25
75 2 4 29
49 59 5 27
95 26 3 6
58 49 3 15
83 16 4 0
65 60 4 15
56 1 4 25
79 0 5 54
77 18 4 33
43 15 6 46
79 8 3 20
97 19 2 0
50 63 2 9
77 29 3 64
51 6 5 14
70 61 5 12
42 51 3 8
99 1 6 30
100 30 8 7
49 4 2 17
72 30 6 12
75 27 5 17
42 62 4 54
55 25 6 11
37 3 2 10
36 6 4 3
53 36 3 30
75 25 3 35
47 41 6 18
75 59 2 17
65 1 3 9
54 44 2 19
58 24 6 45
62 45 1 2
66 24 5 53
35 32 7 45
60 52 6 31
54 30 8 5
80 29 4 6
39 36 4 24
33 60 5 31
57 20 4 6
35 45 6 9
61 64 6 31
56 28 5 3
28 28 2 10
52 34 6 17
69 36 2 1
48 60 6 15
74 69 2 7
42 30 4 8
78 38 4 41
83 1 7 8
