26 16 6 0
10 52 3 0
21 38 1 0
14 65 0 0
40 63 3 0
34 60 3 0
41 53 3 0
40 41 4 0
43 60 1 0
48 15 2 0
43 5 5 0
12 7 2 0
32 1 2 0
55 26 1 0
33 27 1 0
22 59 1 0
57 18 1 0
18 47 1 0
44 40 4 0
45 47 0 0
56 40 3 0
36 52 2 0
36 47 5 0
63 19 2 0
17 39 4 0
14 36 2 0
41 46 5 0
31 38 4 0
35 64 2 0
49 59 4 0
47 1 4 0
37 21 2 0
11 29 5 0
23 23 1 0
41 58 2 0
22 51 3 0
37 43 1 0
32 33 2 0
40 68 5 0
5 11 2 0
8 46 3 0
26 50 3 0
56 40 4 0
16 29 4 0
28 50 5 0
25 60 4 0
58 58 1 0
39 38 3 0
54 68 3 0
10 4 2 0
53 40 3 0
56 1 1 0
39 22 3 0
15 30 1 0
22 46 3 0
29 48 3 0
16 50 3 0
30 45 5 0
28 41 4 0
42 43 2 0
24 33 2 0
39 62 1 0
26 66 1 0
23 61 4 0
39 51 2 0
36 38 3 0
26 54 2 0
39 20 1 0
17 26 3 0
19 15 2 0
57 42 3 0
41 34 2 0
25 22 4 0
20 51 5 0
18 17 1 0
45 68 4 0
26 17 2 0
45 57 1 0
54 25 3 0
29 25 1 0
42 45 1 0
36 54 1 0
54 49 2 0
23 14 5 0
16 27 3 0
4 17 5 0
44 32 1 0
47 2 5 0
42 44 3 0
30 49 2 0
24 68 5 0
18 34 1 0
24 39 4 0
20 60 2 0
6 68 2 0
35 28 0 0
31 17 3 0
40 16 5 0
19 48 2 0
21 42 4 0
