79 59 2 0
95 6 3 0
84 50 7 0
92 12 5 0
67 35 3 0
76 57 6 0
57 40 4 0
82 9 5 0
61 48 6 0
78 29 5 0
100 18 6 0
80 41 6 0
81 68 6 0
96 38 5 0
54 16 3 0
92 67 5 0
71 33 2 0
87 62 6 0
74 11 5 0
57 31 4 0
86 52 3 0
72 20 6 0
44 62 4 0
82 53 6 0
63 63 5 0
81 6 4 0
59 44 5 0
65 11 6 0
68 62 3 0
89 19 6 0
71 2 4 0
64 10 4 0
90 32 5 0
94 63 5 0
76 14 6 0
85 67 3 0
78 50 5 0
81 32 3 0
81 52 5 0
36 41 5 0
85 58 5 0
93 64 3 0
59 41 4 0
50 22 3 0
100 51 3 0
51 48 4 0
95 48 4 0
65 15 3 0
56 33 1 0
88 38 5 0
84 41 3 0
77 35 6 0
74 2 5 0
95 51 3 0
63 42 3 0
76 17 7 0
89 22 7 0
90 27 5 0
75 10 4 0
90 55 5 0
75 12 5 0
58 37 2 0
88 9 3 0
69 11 7 0
79 7 3 0
82 30 5 0
87 19 7 0
74 0 4 0
85 5 5 0
56 17 6 0
69 10 6 0
76 68 4 0
72 38 5 0
83 25 7 0
91 53 4 0
72 17 3 0
87 19 5 0
81 43 8 0
66 13 7 0
95 6 3 0
50 6 5 0
86 30 5 0
84 46 6 0
87 42 5 0
79 56 7 0
61 4 3 0
96 8 7 0
92 59 4 0
72 20 4 0
86 27 4 0
69 20 3 0
96 1 4 0
82 57 5 0
55 64 4 0
86 13 6 0
42 16 3 0
78 10 5 0
46 67 5 0
100 32 5 0
73 48 3 0
