38 66 5 0
36 63 6 0
56 61 7 0
19 4 6 0
60 68 4 0
25 48 4 0
47 28 5 0
27 55 3 0
54 43 5 0
47 9 4 0
27 10 6 0
67 5 2 0
15 6 7 0
36 24 6 0
70 4 4 0
36 20 3 0
45 4 6 0
67 47 6 0
27 46 4 0
10 53 7 0
33 65 7 0
52 5 6 0
32 5 3 0
67 9 7 0
40 50 3 0
42 60 7 0
27 47 2 0
51 14 5 0
25 6 4 0
41 49 5 0
6 46 3 0
34 28 6 0
8 62 5 0
61 22 3 0
31 31 3 0
59 50 1 0
19 23 1 0
61 56 4 0
55 9 4 0
31 9 5 0
78 27 1 0
46 22 4 0
46 3 5 0
39 40 6 0
62 40 3 0
36 39 6 0
64 35 4 0
30 10 5 0
69 44 5 0
26 17 4 0
36 57 6 0
20 63 7 0
35 17 1 0
49 53 4 0
32 52 4 0
55 65 5 0
60 28 7 0
76 14 6 0
30 28 6 0
13 48 5 0
62 31 4 0
30 3 6 0
71 48 8 0
32 53 4 0
58 28 6 0
31 50 4 0
38 35 5 0
50 59 4 0
31 50 5 0
35 8 2 0
38 39 3 0
37 61 3 0
68 8 3 0
51 38 3 0
52 12 4 0
18 36 5 0
49 22 4 0
20 7 4 0
34 2 6 0
25 50 5 0
29 45 5 0
38 50 6 0
47 55 5 0
40 29 6 0
50 18 1 0
43 15 4 0
25 7 4 0
47 30 6 0
68 61 5 0
45 37 6 0
46 41 4 0
23 24 3 0
42 61 4 0
11 18 2 0
11 27 3 0
35 32 4 0
46 34 4 0
19 58 5 0
42 62 5 0
35 56 5 0
