28 6 4 58
47 8 5 41
45 56 7 25
43 18 4 63
34 21 4 54
56 67 4 31
56 35 6 62
66 30 4 21
24 67 3 52
48 9 2 37
65 17 2 52
51 55 4 45
8 30 5 21
49 25 4 65
60 41 4 22
59 14 4 45
70 39 1 15
62 20 3 42
65 57 6 49
36 48 4 47
42 21 3 42
73 1 4 59
47 44 4 42
45 7 4 49
65 18 5 41
35 53 3 41
63 54 3 27
46 48 3 31
71 28 3 70
54 33 6 26
38 41 7 70
39 52 4 45
38 45 6 24
31 32 5 60
41 48 6 56
72 19 9 48
61 34 5 49
63 3 3 64
63 43 2 50
47 37 4 38
60 44 4 43
60 8 6 22
19 29 5 44
28 51 6 61
84 42 4 38
47 58 5 75
70 17 5 40
54 43 5 28
82 28 4 46
60 15 4 47
72 4 4 56
15 9 5 63
72 5 2 33
28 52 2 27
50 14 3 35
32 68 3 61
69 27 4 48
53 3 5 49
77 3 3 36
46 22 6 46
80 33 4 60
24 30 5 33
59 39 5 59
30 24 2 30
47 26 4 37
43 45 3 40
44 2 5 40
54 65 4 55
62 50 6 13
38 24 8 72
64 44 3 61
36 16 5 21
66 24 5 5
60 60 4 17
48 1 1 50
55 25 4 25
23 65 4 24
32 50 5 50
37 2 2 52
62 66 6 17
47 43 6 1
34 23 3 40
61 17 2 18
32 57 3 32
62 42 5 69
19 39 4 73
50 45 5 26
64 40 3 50
59 55 2 34
57 30 6 47
70 16 3 12
51 18 7 50
76 29 4 45
62 47 5 22
46 45 7 32
78 67 6 39
42 49 5 35
77 25 4 33
60 55 6 37
61 31 2 57
