12 23 4 16
13 61 7 36
52 10 5 17
23 68 6 2
15 64 4 16
4 35 8 6
30 17 3 7
19 46 5 26
2 34 3 18
19 64 5 10
22 48 6 29
25 28 5 45
9 35 8 19
15 61 5 15
5 44 1 21
5 53 3 2
21 32 4 6
7 51 5 41
34 38 3 5
23 35 7 24
1 59 4 10
14 32 5 3
13 11 3 35
19 19 1 35
22 33 0 34
28 63 5 20
4 23 7 20
1 9 6 8
31 22 1 40
10 15 2 5
17 39 5 13
15 48 3 35
6 50 6 0
20 40 4 10
4 67 3 23
39 33 4 14
23 38 3 0
29 31 5 12
33 12 4 14
9 16 5 4
30 11 4 29
20 40 4 4
8 64 4 15
20 16 5 33
26 66 4 4
13 47 5 1
37 36 4 16
23 7 5 4
19 49 8 11
14 54 4 39
24 20 7 21
3 46 5 13
1 1 3 30
10 8 3 30
21 36 5 40
17 67 4 21
4 17 6 31
16 23 5 1
33 48 5 23
1 34 5 31
24 61 4 4
24 24 7 41
8 35 3 24
4 53 2 40
23 6 5 2
30 34 4 23
25 41 5 6
14 8 7 41
5 25 3 28
2 17 8 23
12 64 8 37
15 2 7 8
5 22 3 15
14 37 6 38
38 53 5 18
32 52 5 30
18 47 6 11
28 69 3 27
4 68 6 3
23 53 3 42
22 69 4 13
9 39 5 18
20 29 3 5
7 65 6 11
16 32 5 14
14 2 6 4
7 19 5 23
20 51 6 14
4 22 6 14
4 19 6 26
3 19 7 27
16 45 6 22
1 2 2 25
15 0 3 7
3 39 4 21
10 25 2 30
10 62 5 4
13 18 5 27
46 4 4 14
33 32 6 8
