16 64 5 11
40 61 3 0
45 22 3 17
7 47 5 31
22 5 6 4
55 58 1 13
49 37 5 4
34 62 4 0
41 66 3 38
23 38 5 24
29 15 5 31
19 2 4 12
1 62 3 48
33 61 1 37
25 19 2 21
47 54 3 12
27 30 5 12
45 60 7 4
13 16 5 50
1 40 4 11
27 44 3 37
21 49 2 9
50 8 3 12
17 51 4 19
31 3 2 22
31 12 2 20
29 63 4 32
17 10 5 18
33 16 3 35
4 43 7 11
24 56 3 6
21 20 4 9
2 33 4 0
28 39 6 5
11 38 5 20
14 41 5 7
10 65 4 21
27 41 6 26
20 29 3 8
25 7 3 21
23 15 5 3
3 53 6 7
21 18 6 4
33 38 6 36
35 35 7 17
23 22 3 11
7 6 7 6
55 44 7 17
16 68 7 24
29 2 3 10
43 16 5 12
38 6 4 7
39 46 4 14
47 23 5 9
29 43 5 6
33 45 2 18
15 41 4 42
31 40 5 1
24 26 2 7
14 40 5 6
26 3 4 8
23 52 6 31
41 21 6 12
35 38 5 13
35 37 3 17
53 57 3 4
13 58 3 14
8 15 4 17
29 56 3 0
20 35 5 14
51 47 6 12
15 9 7 8
21 40 5 25
3 44 4 2
40 67 4 8
29 59 5 23
28 48 5 20
50 53 5 23
15 55 3 27
8 2 6 12
40 8 6 5
38 58 3 5
30 26 3 15
32 26 2 9
21 67 6 10
19 54 5 16
19 39 5 18
46 13 6 19
7 25 4 23
34 47 7 27
41 39 2 12
77 63 3 20
5 5 3 2
12 50 6 8
30 21 4 26
29 63 4 9
3 1 2 4
24 62 5 3
40 16 3 7
46 7 4 19
